Transaction_ID,Customer_ID,Customer_Name,Product_Category,Product_Name,Unit_Price,Quantity,Total_Amount,Payment_Method,City,Transaction_Date,loaded_at
2806,CUST-7257,Michael Taylor,Home,Product Unknown,977.53,8.0,7820.24,Credit Card,Houston,2024-04-12,2026-02-11 11:45:40
14947,CUST-8224,Jennifer Johnson,Electronics,Product Unknown,494.47,7.0,3461.29,Cash,Chicago,2023-10-16,2026-02-11 11:45:40
6023,CUST-6032,Joseph Taylor,Clothing,Jacket,857.59,1.0,857.59,PayPal,Los Angeles,2024-05-24,2026-02-11 11:45:40
12515,CUST-5716,Charles Smith,Sports,Dumbbells,794.92,3.0,2384.7599999999998,Credit Card,Houston,2023-10-24,2026-02-11 11:45:40
2383,CUST-2918,Joseph Lopez,Beauty,Cream,917.47,8.0,7339.76,Debit Card,Los Angeles,2023-09-05,2026-02-11 11:45:40
4628,CUST-8252,Michael Davis,Clothing,Jacket,505.57,4.0,2022.28,PayPal,Houston,2024-03-30,2026-02-11 11:45:40
8418,CUST-9447,Michael Rodriguez,Home,Product Unknown,574.98,1.0,574.98,Credit Card,New York,2024-08-01,2026-02-11 11:45:40
7717,CUST-2028,Jennifer Thomas,Home,Sofa,231.02,4.0,924.08,Cash,San Diego,2023-07-21,2026-02-11 11:45:40
11675,CUST-8964,Mary Lopez,Clothing,Jeans,46.52,8.0,372.16,Credit Card,Chicago,2024-05-08,2026-02-11 11:45:40
4045,CUST-3661,Joseph Miller,Electronics,Product Unknown,417.08,6.0,2502.48,Debit Card,Houston,2024-11-30,2026-02-11 11:45:40
2750,CUST-5921,James Brown,Sports,Tennis Racket,639.6,7.0,4477.2,Debit Card,Chicago,2023-06-08,2026-02-11 11:45:40
9154,CUST-2883,Mary Wilson,Beauty,Mascara,501.11,7.0,3507.77,PayPal,Phoenix,2023-12-25,2026-02-11 11:45:40
14725,CUST-7723,Robert Williams,Electronics,Headphones,916.36,4.0,3665.44,PayPal,Dallas,2023-11-14,2026-02-11 11:45:40
11572,CUST-9029,Sarah Garcia,Beauty,Lipstick,449.21,3.0,1347.6299999999999,PayPal,Los Angeles,2024-04-22,2026-02-11 11:45:40
3342,CUST-5252,William Rodriguez,Clothing,Jacket,583.02,1.0,583.02,Cash,Phoenix,2024-05-22,2026-02-11 11:45:40
1984,CUST-7278,Karen Anderson,Electronics,Smartphone,488.14,2.0,976.28,PayPal,Houston,2024-07-08,2026-02-11 11:45:40
1650,CUST-6646,Sarah Martin,Beauty,Perfume,711.66,1.0,711.66,PayPal,San Antonio,2024-06-10,2026-02-11 11:45:40
13168,CUST-3828,John Smith,Home,Table,494.47,1.0,494.47,Cash,Philadelphia,2024-12-18,2026-02-11 11:45:40
6190,CUST-4241,Charles Smith,Electronics,Headphones,154.17,4.0,616.68,PayPal,San Diego,2023-08-01,2026-02-11 11:45:40
6009,CUST-8207,Barbara Martinez,Electronics,Product Unknown,630.56,6.0,3783.3599999999997,Debit Card,New York,2023-08-19,2026-02-11 11:45:40
6117,CUST-5735,Joseph Gonzalez,Clothing,Jacket,662.31,2.0,1324.62,Cash,Houston,2023-02-20,2026-02-11 11:45:40
2179,CUST-3365,Jessica Anderson,Electronics,Monitor,697.21,5.0,3486.05,PayPal,San Diego,2024-08-19,2026-02-11 11:45:40
11007,CUST-5438,Sarah Johnson,Clothing,T-Shirt,645.08,8.0,5160.64,PayPal,Houston,2024-08-15,2026-02-11 11:45:40
6305,CUST-3906,Richard Garcia,Home,Lamp,388.54,8.0,3108.32,Debit Card,Houston,2023-07-13,2026-02-11 11:45:40
3158,CUST-7104,Karen Brown,Sports,Yoga Mat,73.37,3.0,220.11,Credit Card,Philadelphia,2024-10-03,2026-02-11 11:45:40
12504,CUST-7221,Patricia Wilson,Electronics,Smartphone,658.36,6.0,3950.16,PayPal,San Antonio,2023-06-12,2026-02-11 11:45:40
14496,CUST-5340,Mary Smith,Beauty,Perfume,396.8,9.0,3571.2000000000003,Cash,San Diego,2024-02-07,2026-02-11 11:45:40
559,CUST-6500,Linda Gonzalez,Beauty,Mascara,757.59,8.0,6060.72,Cash,Houston,2024-07-19,2026-02-11 11:45:40
7623,CUST-4308,James Hernandez,Beauty,Cream,165.66,7.0,1159.62,Cash,New York,2024-05-15,2026-02-11 11:45:40
11292,CUST-2245,Charles Hernandez,Clothing,Jeans,324.76,7.0,2273.3199999999997,Unknown,San Antonio,2023-04-03,2026-02-11 11:45:40
5539,CUST-1079,James Jones,Sports,Tennis Racket,532.91,8.0,4263.28,Unknown,Philadelphia,2024-03-09,2026-02-11 11:45:40
7958,CUST-6113,Sarah Miller,Electronics,Laptop,833.26,6.0,4999.5599999999995,Cash,Chicago,2024-09-23,2026-02-11 11:45:40
267,CUST-5491,Thomas Anderson,Beauty,Product Unknown,700.05,3.0,2100.1499999999996,Cash,Houston,2023-03-23,2026-02-11 11:45:40
13183,CUST-7830,Thomas Smith,Home,Rug,120.49,1.0,120.49,Cash,Chicago,2023-02-10,2026-02-11 11:45:40
620,CUST-9632,Joseph Williams,Sports,Football,750.78,9.0,6757.0199999999995,Credit Card,New York,2024-03-07,2026-02-11 11:45:40
7691,CUST-2282,David Williams,Clothing,T-Shirt,494.47,4.0,1977.88,Unknown,Phoenix,2023-06-18,2026-02-11 11:45:40
9883,CUST-4584,Sarah Thomas,Clothing,Sneakers,371.8,3.0,1115.4,Cash,Chicago,2024-08-08,2026-02-11 11:45:40
616,CUST-2974,Barbara Moore,Home,Rug,921.66,3.0,2764.98,Credit Card,San Antonio,2023-04-30,2026-02-11 11:45:40
12815,CUST-8702,Jennifer Lopez,Beauty,Lipstick,12.5,1.0,12.5,Credit Card,Dallas,2023-12-06,2026-02-11 11:45:40
1612,CUST-9633,Jennifer Anderson,Home,Table,654.37,1.0,654.37,Debit Card,Chicago,2024-08-17,2026-02-11 11:45:40
11908,CUST-8158,Mary Miller,Beauty,Cream,483.1,6.0,2898.6000000000004,Debit Card,Chicago,2023-04-12,2026-02-11 11:45:40
10177,CUST-1197,Susan Jones,Sports,Bike,765.03,2.0,1530.06,Credit Card,Los Angeles,2024-06-19,2026-02-11 11:45:40
13256,CUST-4865,William Martinez,Sports,Bike,273.09,1.0,273.09,Credit Card,Phoenix,2023-06-09,2026-02-11 11:45:40
7954,CUST-6186,Joseph Lopez,Beauty,Shampoo,66.56,9.0,599.04,Debit Card,New York,2023-10-10,2026-02-11 11:45:40
7282,CUST-8750,Michael Martinez,Home,Rug,63.04,3.0,189.12,PayPal,San Diego,2023-03-18,2026-02-11 11:45:40
9419,CUST-5868,James Thomas,Sports,Tennis Racket,532.35,8.0,4258.8,Cash,San Jose,2023-01-21,2026-02-11 11:45:40
1963,CUST-4551,William Wilson,Beauty,Perfume,494.47,2.0,988.94,PayPal,San Antonio,2024-05-23,2026-02-11 11:45:40
11318,CUST-4671,Patricia Thomas,Clothing,Jacket,460.41,2.0,920.82,Debit Card,Chicago,2023-06-09,2026-02-11 11:45:40
4169,CUST-1115,Thomas Taylor,Sports,Dumbbells,321.77,1.0,321.77,Cash,Phoenix,2024-01-24,2026-02-11 11:45:40
8420,CUST-4081,Jessica Martin,Beauty,Shampoo,158.36,9.0,1425.2400000000002,PayPal,San Jose,2024-07-11,2026-02-11 11:45:40
4253,CUST-2180,Richard Wilson,Beauty,Lipstick,494.47,9.0,4450.2300000000005,PayPal,New York,2024-09-07,2026-02-11 11:45:40
11302,CUST-6318,John Johnson,Electronics,Monitor,205.69,2.0,411.38,Credit Card,San Antonio,2024-11-25,2026-02-11 11:45:40
10008,CUST-6794,Elizabeth Jackson,Home,Table,647.43,8.0,5179.44,Credit Card,Los Angeles,2023-12-26,2026-02-11 11:45:40
6898,CUST-2981,Sarah Gonzalez,Home,Chair,13.62,7.0,95.33999999999999,Debit Card,Los Angeles,2024-01-27,2026-02-11 11:45:40
1544,CUST-3261,Charles Lopez,Beauty,Perfume,494.47,1.0,494.47,Cash,San Diego,2023-05-26,2026-02-11 11:45:40
14636,CUST-9011,Thomas Miller,Clothing,Sneakers,192.69,8.0,1541.52,Unknown,New York,2023-02-19,2026-02-11 11:45:40
6993,CUST-4418,Richard Miller,Clothing,T-Shirt,247.55,6.0,1485.3000000000002,PayPal,San Diego,2024-05-10,2026-02-11 11:45:40
9311,CUST-3188,James Taylor,Electronics,Smartphone,494.47,7.0,3461.29,PayPal,Philadelphia,2023-12-22,2026-02-11 11:45:40
6226,CUST-5963,Susan Rodriguez,Home,Product Unknown,631.92,1.0,631.92,Credit Card,San Jose,2024-10-28,2026-02-11 11:45:40
9384,CUST-5164,Patricia Jones,Beauty,Perfume,382.18,7.0,2675.26,Cash,Houston,2023-09-05,2026-02-11 11:45:40
11556,CUST-5188,Sarah Brown,Electronics,Laptop,569.16,4.0,2276.64,Cash,San Diego,2024-07-19,2026-02-11 11:45:40
1971,CUST-6976,William Miller,Beauty,Cream,654.46,1.0,654.46,PayPal,Houston,2024-05-27,2026-02-11 11:45:40
6695,CUST-9508,Robert Taylor,Sports,Football,566.26,2.0,1132.52,Debit Card,Chicago,2023-08-20,2026-02-11 11:45:40
6251,CUST-4927,Robert Wilson,Sports,Bike,469.17,7.0,3284.19,Debit Card,San Jose,2023-11-16,2026-02-11 11:45:40
12426,CUST-5808,James Anderson,Beauty,Perfume,833.9,4.0,3335.6,Cash,Los Angeles,2023-08-29,2026-02-11 11:45:40
11460,CUST-4371,Sarah Smith,Home,Chair,870.65,2.0,1741.3,Debit Card,San Diego,2024-12-27,2026-02-11 11:45:40
8600,CUST-2849,Karen Anderson,Clothing,Jacket,494.47,1.0,494.47,Debit Card,New York,2024-07-30,2026-02-11 11:45:40
5038,CUST-6605,Michael Jones,Clothing,T-Shirt,494.47,9.0,4450.2300000000005,Cash,Houston,2024-06-05,2026-02-11 11:45:40
9309,CUST-3997,Patricia Davis,Clothing,Dress,173.09,2.0,346.18,PayPal,Chicago,2023-10-25,2026-02-11 11:45:40
2997,CUST-8967,William Jones,Home,Lamp,165.7,3.0,497.09999999999997,Credit Card,Phoenix,2024-05-11,2026-02-11 11:45:40
606,CUST-7979,Joseph Lopez,Sports,Yoga Mat,466.17,9.0,4195.53,Debit Card,Phoenix,2024-12-24,2026-02-11 11:45:40
12482,CUST-6115,David Wilson,Home,Chair,854.58,6.0,5127.4800000000005,Cash,San Jose,2024-01-25,2026-02-11 11:45:40
5779,CUST-6951,Linda Gonzalez,Home,Table,494.47,8.0,3955.76,Unknown,San Diego,2023-09-11,2026-02-11 11:45:40
1501,CUST-7856,Robert Hernandez,Beauty,Mascara,523.89,9.0,4715.01,Credit Card,San Jose,2024-11-02,2026-02-11 11:45:40
10638,CUST-4583,Sarah Gonzalez,Home,Chair,757.54,1.0,757.54,Debit Card,Chicago,2024-01-08,2026-02-11 11:45:40
4872,CUST-3509,Richard Jones,Electronics,Headphones,140.95,1.0,140.95,Cash,Houston,2023-09-08,2026-02-11 11:45:40
7136,CUST-6745,John Thomas,Sports,Football,741.15,6.0,4446.9,Debit Card,Dallas,2024-10-02,2026-02-11 11:45:40
9936,CUST-3059,Mary Anderson,Clothing,Dress,117.52,1.0,117.52,Cash,San Antonio,2023-10-03,2026-02-11 11:45:40
9751,CUST-8079,Linda Moore,Home,Rug,494.47,7.0,3461.29,Cash,Dallas,2023-12-07,2026-02-11 11:45:40
8654,CUST-6134,Richard Wilson,Home,Rug,588.02,2.0,1176.04,PayPal,New York,2024-02-23,2026-02-11 11:45:40
13704,CUST-5013,Barbara Jackson,Beauty,Mascara,504.41,6.0,3026.46,Unknown,Phoenix,2024-12-12,2026-02-11 11:45:40
14269,CUST-7779,Sarah Jones,Home,Sofa,899.3,3.0,2697.8999999999996,Debit Card,Phoenix,2023-12-08,2026-02-11 11:45:40
13567,CUST-6442,Thomas Jones,Beauty,Cream,234.5,2.0,469.0,Unknown,San Antonio,2023-11-25,2026-02-11 11:45:40
4142,CUST-1009,Mary Williams,Electronics,Laptop,143.23,1.0,143.23,Debit Card,Dallas,2024-08-29,2026-02-11 11:45:40
5678,CUST-9200,Susan Taylor,Clothing,Jeans,174.84,6.0,1049.04,Debit Card,Chicago,2023-02-16,2026-02-11 11:45:40
11043,CUST-3916,James Jones,Electronics,Headphones,925.07,2.0,1850.14,PayPal,San Jose,2023-08-08,2026-02-11 11:45:40
12712,CUST-1025,Charles Gonzalez,Clothing,T-Shirt,175.94,1.0,175.94,Cash,San Diego,2024-01-14,2026-02-11 11:45:40
3729,CUST-1343,James Brown,Electronics,Tablet,171.16,9.0,1540.44,PayPal,New York,2024-02-02,2026-02-11 11:45:40
1070,CUST-5939,Charles Hernandez,Clothing,Dress,294.37,8.0,2354.96,Credit Card,San Antonio,2024-05-30,2026-02-11 11:45:40
13928,CUST-9184,Joseph Jackson,Home,Chair,45.63,9.0,410.67,Debit Card,Philadelphia,2024-06-23,2026-02-11 11:45:40
3393,CUST-5289,Patricia Brown,Beauty,Perfume,889.24,7.0,6224.68,Debit Card,Philadelphia,2023-05-06,2026-02-11 11:45:40
8383,CUST-5002,Karen Taylor,Home,Chair,666.28,8.0,5330.24,PayPal,Dallas,2023-09-07,2026-02-11 11:45:40
1441,CUST-9179,Susan Moore,Sports,Bike,970.21,3.0,2910.63,Cash,Philadelphia,2023-06-03,2026-02-11 11:45:40
7003,CUST-9919,Thomas Moore,Clothing,Product Unknown,494.47,8.0,3955.76,Debit Card,Dallas,2023-03-12,2026-02-11 11:45:40
10923,CUST-8513,Mary Johnson,Beauty,Mascara,331.58,7.0,2321.06,Debit Card,Philadelphia,2024-10-01,2026-02-11 11:45:40
4118,CUST-6777,Michael Martinez,Beauty,Product Unknown,412.52,1.0,412.52,Credit Card,San Jose,2023-05-05,2026-02-11 11:45:40
4556,CUST-7187,Patricia Smith,Electronics,Laptop,568.94,1.0,568.94,PayPal,San Diego,2024-09-04,2026-02-11 11:45:40
276,CUST-4998,Joseph Garcia,Electronics,Product Unknown,506.5,9.0,4558.5,Cash,Philadelphia,2024-03-27,2026-02-11 11:45:40
1580,CUST-4921,David Johnson,Clothing,Jeans,551.23,2.0,1102.46,Debit Card,San Antonio,2023-08-29,2026-02-11 11:45:40
10993,CUST-3981,James Brown,Electronics,Tablet,850.73,8.0,6805.84,Cash,Dallas,2023-10-02,2026-02-11 11:45:40
13017,CUST-2649,Jennifer Moore,Electronics,Smartphone,848.58,6.0,5091.4800000000005,Debit Card,Philadelphia,2023-06-10,2026-02-11 11:45:40
9843,CUST-6861,Susan Gonzalez,Electronics,Laptop,301.1,1.0,301.1,Unknown,New York,2024-01-17,2026-02-11 11:45:40
4260,CUST-1638,Karen Thomas,Sports,Football,406.7,8.0,3253.6,PayPal,San Antonio,2023-09-10,2026-02-11 11:45:40
9196,CUST-1365,Sarah Garcia,Home,Chair,102.35,5.0,511.75,Debit Card,Dallas,2024-01-28,2026-02-11 11:45:40
7626,CUST-9133,Charles Lopez,Sports,Dumbbells,654.1,1.0,654.1,PayPal,San Diego,2024-12-21,2026-02-11 11:45:40
4718,CUST-7405,James Martinez,Electronics,Smartphone,995.78,4.0,3983.12,Debit Card,Philadelphia,2024-12-09,2026-02-11 11:45:40
2666,CUST-1171,William Anderson,Beauty,Product Unknown,302.35,1.0,302.35,PayPal,San Diego,2024-02-03,2026-02-11 11:45:40
7411,CUST-7243,Thomas Taylor,Electronics,Headphones,429.94,2.0,859.88,Unknown,Philadelphia,2024-08-24,2026-02-11 11:45:40
1176,CUST-7538,Linda Davis,Beauty,Shampoo,544.59,9.0,4901.31,Cash,San Antonio,2024-08-18,2026-02-11 11:45:40
9007,CUST-2041,Linda Wilson,Sports,Bike,308.15,3.0,924.4499999999999,PayPal,Phoenix,2024-11-23,2026-02-11 11:45:40
2605,CUST-1677,Barbara Gonzalez,Clothing,Dress,494.47,7.0,3461.29,Credit Card,Dallas,2023-04-30,2026-02-11 11:45:40
5014,CUST-8581,David Hernandez,Electronics,Smartphone,638.97,8.0,5111.76,PayPal,San Antonio,2023-04-24,2026-02-11 11:45:40
14841,CUST-5395,Sarah Smith,Sports,Bike,231.93,5.0,1159.65,Debit Card,Chicago,2024-09-14,2026-02-11 11:45:40
11781,CUST-3273,John Garcia,Sports,Dumbbells,303.12,8.0,2424.96,Debit Card,Los Angeles,2024-03-04,2026-02-11 11:45:40
10271,CUST-1751,John Brown,Beauty,Mascara,390.35,7.0,2732.4500000000003,PayPal,Los Angeles,2024-08-13,2026-02-11 11:45:40
8858,CUST-4887,Elizabeth Jones,Home,Product Unknown,73.85,2.0,147.7,PayPal,San Diego,2024-02-01,2026-02-11 11:45:40
8529,CUST-7834,Sarah Garcia,Electronics,Headphones,683.25,3.0,2049.75,PayPal,Houston,2024-06-06,2026-02-11 11:45:40
10185,CUST-3117,Charles Martinez,Beauty,Mascara,643.65,2.0,1287.3,PayPal,San Antonio,2024-10-10,2026-02-11 11:45:40
6162,CUST-2573,Robert Hernandez,Electronics,Laptop,308.16,9.0,2773.44,PayPal,Houston,2023-06-15,2026-02-11 11:45:40
12373,CUST-1148,Patricia Martin,Clothing,Product Unknown,376.3,8.0,3010.4,PayPal,Houston,2023-06-21,2026-02-11 11:45:40
6385,CUST-6990,Mary Jones,Sports,Dumbbells,494.47,1.0,494.47,Cash,San Antonio,2024-10-31,2026-02-11 11:45:40
8148,CUST-8281,Mary Smith,Clothing,Jeans,921.86,7.0,6453.02,Cash,San Antonio,2023-09-07,2026-02-11 11:45:40
3646,CUST-9767,Elizabeth Johnson,Sports,Dumbbells,162.95,1.0,162.95,PayPal,Dallas,2023-05-12,2026-02-11 11:45:40
6788,CUST-2337,Jennifer Johnson,Clothing,Jeans,807.04,7.0,5649.28,Credit Card,San Antonio,2023-09-05,2026-02-11 11:45:40
5367,CUST-1585,Richard Williams,Electronics,Product Unknown,615.23,5.0,3076.15,Debit Card,San Jose,2024-05-16,2026-02-11 11:45:40
12840,CUST-2652,Susan Brown,Sports,Yoga Mat,494.47,9.0,4450.2300000000005,Unknown,Philadelphia,2023-02-26,2026-02-11 11:45:40
9972,CUST-9785,Joseph Jackson,Electronics,Laptop,976.32,8.0,7810.56,PayPal,Los Angeles,2023-03-27,2026-02-11 11:45:40
8606,CUST-4545,Jessica Wilson,Clothing,Sneakers,413.94,6.0,2483.64,Debit Card,Chicago,2023-12-12,2026-02-11 11:45:40
6445,CUST-3158,Charles Jackson,Beauty,Mascara,599.32,3.0,1797.96,Unknown,Dallas,2024-04-18,2026-02-11 11:45:40
7155,CUST-1591,Sarah Taylor,Clothing,Product Unknown,277.65,3.0,832.9499999999999,PayPal,San Diego,2023-05-15,2026-02-11 11:45:40
1159,CUST-8042,John Gonzalez,Home,Rug,873.13,1.0,873.13,Debit Card,San Antonio,2023-12-24,2026-02-11 11:45:40
4243,CUST-8031,Karen Lopez,Sports,Tennis Racket,758.69,5.0,3793.4500000000003,Cash,Houston,2023-08-05,2026-02-11 11:45:40
9437,CUST-6018,Michael Miller,Sports,Tennis Racket,728.31,3.0,2184.93,Cash,Chicago,2023-09-30,2026-02-11 11:45:40
13527,CUST-8779,Richard Taylor,Electronics,Headphones,832.82,6.0,4996.92,PayPal,Dallas,2023-12-24,2026-02-11 11:45:40
5037,CUST-4976,Elizabeth Martin,Home,Chair,494.47,4.0,1977.88,PayPal,San Diego,2023-07-30,2026-02-11 11:45:40
9808,CUST-5373,John Smith,Sports,Yoga Mat,628.96,5.0,3144.8,PayPal,Los Angeles,2024-07-25,2026-02-11 11:45:40
5669,CUST-3264,Susan Thomas,Sports,Yoga Mat,65.65,3.0,196.95000000000002,Credit Card,San Antonio,2023-05-23,2026-02-11 11:45:40
10758,CUST-6238,Robert Anderson,Home,Chair,753.02,7.0,5271.139999999999,Credit Card,Dallas,2024-01-03,2026-02-11 11:45:40
908,CUST-7181,Barbara Johnson,Sports,Bike,348.4,3.0,1045.1999999999998,Credit Card,Dallas,2023-01-02,2026-02-11 11:45:40
11627,CUST-8669,Robert Hernandez,Clothing,T-Shirt,762.95,4.0,3051.8,Credit Card,San Antonio,2023-02-27,2026-02-11 11:45:40
5258,CUST-4826,Jennifer Williams,Sports,Tennis Racket,554.22,6.0,3325.32,Credit Card,Houston,2023-06-20,2026-02-11 11:45:40
1769,CUST-6718,John Hernandez,Home,Sofa,382.13,7.0,2674.91,PayPal,Phoenix,2023-07-02,2026-02-11 11:45:40
5973,CUST-4818,Richard Gonzalez,Sports,Product Unknown,807.07,5.0,4035.3500000000004,Cash,Houston,2023-08-06,2026-02-11 11:45:40
5553,CUST-7213,Thomas Garcia,Sports,Tennis Racket,943.55,2.0,1887.1,PayPal,Houston,2024-11-13,2026-02-11 11:45:40
11027,CUST-7202,William Jackson,Sports,Yoga Mat,157.89,9.0,1421.0099999999998,Cash,Chicago,2023-09-21,2026-02-11 11:45:40
7991,CUST-2425,Linda Taylor,Home,Lamp,658.23,7.0,4607.610000000001,Unknown,Philadelphia,2023-02-15,2026-02-11 11:45:40
2490,CUST-7210,William Thomas,Electronics,Headphones,381.58,4.0,1526.32,Credit Card,Los Angeles,2024-11-02,2026-02-11 11:45:40
6459,CUST-4623,Robert Johnson,Home,Rug,50.67,2.0,101.34,Cash,Chicago,2023-10-18,2026-02-11 11:45:40
14582,CUST-9364,Richard Anderson,Beauty,Cream,52.05,2.0,104.1,PayPal,Dallas,2023-02-15,2026-02-11 11:45:40
8024,CUST-1941,William Williams,Beauty,Perfume,416.4,6.0,2498.3999999999996,Unknown,Phoenix,2024-12-15,2026-02-11 11:45:40
10649,CUST-2888,Jessica Anderson,Sports,Yoga Mat,992.66,1.0,992.66,Debit Card,San Jose,2023-08-22,2026-02-11 11:45:40
3821,CUST-2605,Mary Williams,Electronics,Headphones,357.31,6.0,2143.86,Cash,San Diego,2024-01-12,2026-02-11 11:45:40
7338,CUST-8001,Mary Jones,Clothing,Sneakers,275.82,1.0,275.82,Debit Card,San Jose,2023-03-05,2026-02-11 11:45:40
12917,CUST-7722,Jennifer Thomas,Clothing,Sneakers,393.69,3.0,1181.07,Unknown,Los Angeles,2024-07-28,2026-02-11 11:45:40
8408,CUST-2125,William Martin,Sports,Bike,249.09,8.0,1992.72,Credit Card,New York,2023-07-17,2026-02-11 11:45:40
4225,CUST-6625,Elizabeth Jackson,Clothing,Dress,587.3,2.0,1174.6,Credit Card,San Antonio,2024-02-02,2026-02-11 11:45:40
10756,CUST-8329,William Jones,Home,Product Unknown,650.07,1.0,650.07,Cash,Los Angeles,2023-08-29,2026-02-11 11:45:40
943,CUST-2254,Robert Taylor,Electronics,Headphones,654.91,5.0,3274.5499999999997,PayPal,San Jose,2023-04-11,2026-02-11 11:45:40
3154,CUST-9631,David Gonzalez,Sports,Product Unknown,433.33,5.0,2166.65,PayPal,Chicago,2024-05-19,2026-02-11 11:45:40
9633,CUST-8269,Patricia Davis,Sports,Product Unknown,114.67,6.0,688.02,Credit Card,Chicago,2024-12-06,2026-02-11 11:45:40
5046,CUST-1916,Sarah Davis,Beauty,Lipstick,606.44,1.0,606.44,Cash,New York,2024-01-07,2026-02-11 11:45:40
732,CUST-4760,Richard Moore,Beauty,Perfume,816.43,6.0,4898.58,PayPal,San Jose,2023-03-30,2026-02-11 11:45:40
4746,CUST-6199,Charles Martin,Sports,Yoga Mat,494.47,3.0,1483.41,Unknown,Philadelphia,2023-09-06,2026-02-11 11:45:40
10645,CUST-5664,Elizabeth Martinez,Sports,Football,222.31,6.0,1333.8600000000001,Credit Card,San Antonio,2024-05-18,2026-02-11 11:45:40
5917,CUST-1165,John Rodriguez,Electronics,Tablet,984.73,9.0,8862.57,Credit Card,Phoenix,2023-05-01,2026-02-11 11:45:40
13755,CUST-7442,Joseph Davis,Clothing,Dress,494.47,3.0,1483.41,Cash,Chicago,2024-04-21,2026-02-11 11:45:40
13759,CUST-2010,David Johnson,Clothing,Dress,494.47,7.0,3461.29,Unknown,Chicago,2024-12-02,2026-02-11 11:45:40
9779,CUST-5996,Jessica Hernandez,Sports,Yoga Mat,405.12,1.0,405.12,Debit Card,New York,2023-10-09,2026-02-11 11:45:40
13520,CUST-8571,Thomas Taylor,Home,Product Unknown,277.14,5.0,1385.6999999999998,Unknown,San Antonio,2024-09-07,2026-02-11 11:45:40
3291,CUST-1638,Robert Jones,Home,Table,76.3,5.0,381.5,Cash,Los Angeles,2024-09-23,2026-02-11 11:45:40
12466,CUST-6212,James Rodriguez,Home,Chair,252.36,1.0,252.36,Cash,Dallas,2023-04-01,2026-02-11 11:45:40
13209,CUST-2184,Sarah Moore,Clothing,T-Shirt,156.82,5.0,784.0999999999999,Cash,Phoenix,2024-11-03,2026-02-11 11:45:40
12731,CUST-3240,Karen Wilson,Home,Table,225.62,4.0,902.48,Unknown,San Antonio,2023-03-26,2026-02-11 11:45:40
11833,CUST-8343,Karen Gonzalez,Home,Lamp,773.95,1.0,773.95,PayPal,San Diego,2023-08-11,2026-02-11 11:45:40
11901,CUST-8868,Robert Thomas,Sports,Tennis Racket,74.4,3.0,223.20000000000002,PayPal,New York,2023-06-13,2026-02-11 11:45:40
13783,CUST-5036,Joseph Martin,Beauty,Mascara,361.58,4.0,1446.32,PayPal,San Antonio,2024-10-29,2026-02-11 11:45:40
7651,CUST-6834,Linda Lopez,Electronics,Monitor,81.51,4.0,326.04,PayPal,Dallas,2024-06-13,2026-02-11 11:45:40
4928,CUST-4435,James Gonzalez,Beauty,Cream,234.71,2.0,469.42,Cash,New York,2024-08-25,2026-02-11 11:45:40
11514,CUST-4379,Robert Gonzalez,Clothing,T-Shirt,387.76,1.0,387.76,PayPal,Philadelphia,2023-07-05,2026-02-11 11:45:40
7445,CUST-2284,David Smith,Home,Lamp,346.26,7.0,2423.8199999999997,PayPal,San Diego,2023-04-12,2026-02-11 11:45:40
11690,CUST-5257,Elizabeth Martin,Electronics,Laptop,656.95,6.0,3941.7000000000003,Unknown,Chicago,2023-07-08,2026-02-11 11:45:40
7236,CUST-5057,Robert Brown,Clothing,Sneakers,478.7,6.0,2872.2,Cash,New York,2024-02-10,2026-02-11 11:45:40
524,CUST-3101,David Martin,Electronics,Tablet,843.7,8.0,6749.6,Cash,Phoenix,2023-12-07,2026-02-11 11:45:40
2021,CUST-9820,Robert Smith,Beauty,Mascara,963.76,9.0,8673.84,Unknown,Houston,2024-04-02,2026-02-11 11:45:40
1791,CUST-7328,Barbara Thomas,Home,Chair,158.67,8.0,1269.36,Credit Card,Phoenix,2024-09-30,2026-02-11 11:45:40
1641,CUST-6484,John Smith,Sports,Yoga Mat,544.56,9.0,4901.039999999999,PayPal,Houston,2024-12-18,2026-02-11 11:45:40
2218,CUST-6290,Thomas Garcia,Home,Rug,494.47,7.0,3461.29,Credit Card,Los Angeles,2023-10-13,2026-02-11 11:45:40
12402,CUST-7334,Jessica Davis,Beauty,Shampoo,532.78,3.0,1598.34,Unknown,San Diego,2024-09-13,2026-02-11 11:45:40
11765,CUST-3086,Joseph Jackson,Clothing,Jeans,437.4,7.0,3061.7999999999997,Unknown,Philadelphia,2023-03-02,2026-02-11 11:45:40
6876,CUST-9132,Elizabeth Gonzalez,Clothing,T-Shirt,440.33,2.0,880.66,Unknown,San Antonio,2023-09-09,2026-02-11 11:45:40
12894,CUST-3031,Elizabeth Garcia,Sports,Dumbbells,494.47,2.0,988.94,Credit Card,Chicago,2023-08-12,2026-02-11 11:45:40
582,CUST-8350,Jessica Martinez,Clothing,T-Shirt,980.23,1.0,980.23,Unknown,Philadelphia,2024-12-13,2026-02-11 11:45:40
10366,CUST-9432,John Martinez,Electronics,Headphones,386.44,1.0,386.44,Unknown,Philadelphia,2024-05-22,2026-02-11 11:45:40
3696,CUST-9388,Barbara Smith,Sports,Product Unknown,39.8,7.0,278.59999999999997,Cash,Chicago,2024-04-15,2026-02-11 11:45:40
