Transaction_ID,Customer_ID,Customer_Name,Product_Category,Product_Name,Unit_Price,Quantity,Total_Amount,Payment_Method,City,Transaction_Date
1821,CUST-6026,Thomas Thomas,Electronics,Laptop,213.63,1.0,213.63,Debit Card,Los Angeles,2024-12-03
362,CUST-1700,Jessica Hernandez,Clothing,Sneakers,,4.0,2587.44,Debit Card,San Diego,2024-09-08
10164,CUST-4016,Karen Jones,Sports,Bike,397.75,9.0,3579.75,Cash,San Antonio,2023-12-02
999,CUST-7738,Mary Smith,Electronics,Monitor,950.73,3.0,2852.19,Cash,San Jose,2023-03-24
3181,CUST-1266,Mary Martin,Home,Sofa,119.33,,715.98,Cash,Los Angeles,2023-10-06
7256,CUST-8912,Joseph Jones,Beauty,Lipstick,556.81,2.0,1113.62,Debit Card,Los Angeles,2024-02-07
4716,CUST-9535,Karen Jones,Electronics,Laptop,327.65,2.0,655.3,Cash,San Diego,2024-06-15
5643,CUST-1315,Linda Moore,Home,Rug,333.47,7.0,2334.29,Debit Card,New York,2023-03-21
13177,CUST-9069,Barbara Williams,Beauty,Lipstick,759.91,4.0,3039.64,PayPal,Houston,2023-05-17
11594,CUST-4630,Charles Martin,Beauty,,301.38,3.0,904.14,Credit Card,Chicago,2024-12-02
2543,CUST-5959,John Rodriguez,Electronics,Headphones,847.46,3.0,2542.38,Credit Card,San Antonio,2023-10-14
14254,CUST-7684,James Smith,Beauty,Shampoo,828.88,9.0,7459.92,PayPal,New York,2024-12-06
9898,CUST-5236,Mary Brown,Sports,Tennis Racket,683.02,8.0,5464.16,,Philadelphia,2024-05-30
3235,CUST-3213,Richard Brown,Sports,Tennis Racket,397.12,6.0,2382.7200000000003,Credit Card,Phoenix,2024-04-24
7441,CUST-1360,Richard Brown,Beauty,Perfume,642.87,9.0,5785.83,Debit Card,San Jose,2023-07-02
6949,CUST-4850,Mary Martin,Beauty,Cream,883.67,9.0,7953.03,Debit Card,San Antonio,2024-04-29
8534,CUST-1843,Thomas Johnson,Home,Table,789.48,5.0,3947.4,Debit Card,San Diego,2023-07-04
4436,CUST-6068,John Brown,Beauty,,287.79,9.0,2590.11,PayPal,Phoenix,2023-11-28
4168,CUST-4723,Robert Thomas,Sports,Football,104.02,2.0,,Debit Card,San Antonio,2024-01-25
4916,CUST-7780,Susan Garcia,Clothing,Dress,917.32,2.0,1834.64,Cash,San Jose,2023-10-16
11951,CUST-2641,James Jackson,Beauty,Perfume,993.44,5.0,4967.200000000001,Credit Card,Phoenix,2023-03-27
4656,CUST-3678,Patricia Jones,Home,Lamp,176.6,3.0,529.8,Debit Card,Dallas,2023-05-02
1504,CUST-8816,Jennifer Lopez,Electronics,Smartphone,347.84,3.0,1043.52,Cash,San Jose,2024-04-20
8,CUST-5593,Michael Davis,Sports,Dumbbells,867.51,9.0,7807.59,PayPal,New York,2024-02-19
12642,CUST-3097,John Davis,Clothing,,681.57,4.0,2726.28,PayPal,Phoenix,2024-10-06
9111,CUST-1634,David Garcia,Home,,943.87,8.0,7550.96,Debit Card,Los Angeles,2024-01-29
7983,CUST-1716,Jessica Martin,Sports,Bike,691.41,,2074.23,Cash,San Antonio,2024-06-17
4020,CUST-2635,John Lopez,Beauty,Perfume,237.69,4.0,950.76,Credit Card,Los Angeles,2023-06-02
842,CUST-9827,Barbara Moore,Clothing,Jacket,666.9,,5335.2,Cash,Houston,2023-01-22
4494,CUST-7904,David Hernandez,Home,Lamp,798.28,6.0,4789.68,Debit Card,New York,2024-03-01
8086,CUST-5990,John Miller,Sports,Yoga Mat,664.12,6.0,3984.7200000000003,Cash,Phoenix,2024-07-28
10237,CUST-6415,Thomas Gonzalez,Home,Table,775.36,3.0,2326.08,Cash,San Jose,2023-10-12
6769,CUST-6896,James Garcia,Home,Lamp,-882.48,7.0,6177.360000000001,Credit Card,San Jose,2023-08-23
11635,CUST-7792,Jessica Martinez,Beauty,Lipstick,326.45,,2285.15,,Philadelphia,2024-04-01
14580,CUST-9246,David Williams,Sports,Football,227.48,5.0,1137.3999999999999,Credit Card,Los Angeles,2023-06-09
7195,CUST-5963,Elizabeth Lopez,Clothing,Dress,814.61,2.0,1629.22,Cash,Los Angeles,2024-04-06
2301,CUST-9897,Mary Hernandez,Beauty,Lipstick,804.56,1.0,804.56,Cash,San Diego,2023-10-02
7401,CUST-3531,Barbara Martinez,Electronics,Headphones,74.94,3.0,224.82,Debit Card,San Jose,2024-10-31
9161,CUST-4783,Jennifer Jones,Sports,,909.89,4.0,3639.56,Cash,Dallas,2024-08-30
12674,CUST-3045,Karen Jones,Home,Rug,,,366.9,Cash,San Jose,2023-11-27
10463,CUST-6090,Sarah Lopez,Clothing,Dress,974.29,2.0,1948.58,,New York,2023-01-01
12327,CUST-3539,Sarah Taylor,Beauty,Mascara,785.87,1.0,785.87,Cash,Houston,2023-02-22
5490,CUST-4378,Karen Garcia,Beauty,Cream,915.95,9.0,8243.550000000001,PayPal,Chicago,2024-11-15
6797,CUST-6109,Michael Rodriguez,Home,Lamp,962.0,5.0,4810.0,Cash,Philadelphia,2023-02-02
11686,CUST-6693,Patricia Lopez,Sports,Yoga Mat,469.23,8.0,3753.84,Debit Card,New York,2024-11-13
414,CUST-9199,Susan Martin,Clothing,Jeans,577.7,6.0,3466.2000000000003,Debit Card,San Diego,2024-08-04
4408,CUST-7177,Susan Gonzalez,Clothing,Sneakers,151.13,6.0,906.78,Debit Card,Philadelphia,2024-08-19
11056,CUST-6900,Joseph Gonzalez,Electronics,Smartphone,352.9,8.0,2823.2,Credit Card,Phoenix,2024-01-07
14117,CUST-6328,John Martin,Home,Chair,358.01,4.0,1432.04,PayPal,Houston,2024-07-29
6540,CUST-9743,William Hernandez,Home,Table,610.9,4.0,2443.6,Credit Card,Los Angeles,2024-07-22
4006,CUST-1309,Sarah Davis,Home,Lamp,275.49,4.0,1101.96,Debit Card,Chicago,2023-03-23
9167,CUST-5673,Thomas Smith,Clothing,Jacket,855.41,5.0,4277.05,Debit Card,Philadelphia,2023-10-11
10027,CUST-4159,Joseph Jones,Home,,913.11,2.0,1826.22,Cash,San Diego,2023-01-12
1281,CUST-7776,Linda Moore,Sports,Yoga Mat,621.97,3.0,,Cash,San Jose,2024-11-06
9665,CUST-2710,Charles Wilson,Electronics,Headphones,312.39,5.0,1561.9499999999998,PayPal,Phoenix,2023-01-15
5639,CUST-2140,John Wilson,Clothing,Jacket,27.32,4.0,109.28,Cash,Los Angeles,2024-10-23
9430,CUST-8002,Richard Johnson,Home,Table,830.38,6.0,4982.28,PayPal,San Antonio,2023-11-26
8715,CUST-8975,John Johnson,Home,Rug,890.23,9.0,8012.07,Cash,San Diego,2024-08-25
13112,CUST-7099,Thomas Garcia,Beauty,Mascara,530.37,1.0,530.37,Debit Card,New York,2023-06-14
11566,CUST-5935,Jennifer Gonzalez,Home,,270.77,3.0,8123.099999999999,Debit Card,Philadelphia,2023-01-19
9318,CUST-1916,Linda Lopez,Sports,Tennis Racket,376.19,8.0,3009.52,Debit Card,Chicago,2024-01-05
1624,CUST-9768,Karen Martin,Clothing,T-Shirt,958.05,8.0,7664.4,Cash,San Diego,2023-09-18
6918,CUST-1601,Karen Brown,Electronics,Smartphone,911.73,8.0,7293.84,,San Diego,2023-02-26
11718,CUST-1278,Thomas Johnson,Clothing,Jeans,698.45,9.0,6286.05,PayPal,Los Angeles,2024-07-02
8626,CUST-1846,Jennifer Johnson,Sports,,608.44,,4867.52,Debit Card,Houston,2023-09-22
6791,CUST-6824,Charles Miller,Clothing,Sneakers,827.63,5.0,4138.15,PayPal,Philadelphia,2024-07-06
768,CUST-7824,Joseph Williams,Electronics,Monitor,878.0,7.0,6146.0,Credit Card,New York,2024-08-29
3132,CUST-4636,Elizabeth Martinez,Clothing,Sneakers,824.75,2.0,1649.5,PayPal,Los Angeles,2023-06-10
3025,CUST-5030,Richard Martin,Beauty,Cream,66.02,7.0,462.14,Credit Card,Philadelphia,2024-05-03
7150,CUST-4909,Thomas Thomas,Electronics,Monitor,621.64,1.0,621.64,Cash,Dallas,2023-07-03
1111,CUST-5610,Patricia Jackson,Home,Chair,817.67,,,Debit Card,Chicago,2024-04-03
4861,CUST-3981,Michael Anderson,Beauty,Perfume,629.18,6.0,3775.08,Credit Card,San Jose,2024-06-24
903,CUST-8460,David Martinez,Beauty,Perfume,189.62,1.0,,Credit Card,New York,2023-09-05
12452,CUST-4747,William Jones,Home,Sofa,783.91,2.0,1567.82,Credit Card,San Diego,2023-01-30
12272,CUST-4384,Richard Rodriguez,Clothing,Dress,86.9,3.0,,PayPal,Philadelphia,2024-02-04
1301,CUST-8327,Charles Rodriguez,Electronics,Tablet,885.36,6.0,5312.16,,Philadelphia,2023-08-01
11509,CUST-1550,Susan Jackson,Electronics,Monitor,346.18,5.0,1730.9,Cash,Dallas,2024-09-28
5460,CUST-3803,Sarah Hernandez,Sports,Bike,955.12,7.0,,Debit Card,San Jose,2024-10-12
6952,CUST-8763,James Wilson,Home,Table,479.04,2.0,958.08,Credit Card,Philadelphia,2023-06-17
9342,CUST-8755,Robert Hernandez,Home,Table,546.09,,,Cash,Phoenix,2024-02-23
3118,CUST-8330,Jessica Taylor,Clothing,Jacket,,7.0,165.26999999999998,,Houston,2024-11-29
7666,CUST-8725,Susan Gonzalez,Home,Chair,284.65,1.0,284.65,Credit Card,San Diego,2023-04-17
10346,CUST-4011,James Gonzalez,Sports,Tennis Racket,440.26,6.0,2641.56,,Dallas,2024-04-03
11832,CUST-3066,Barbara Taylor,Home,Chair,803.2,4.0,3212.8,PayPal,Dallas,2024-12-20
13812,CUST-1813,Elizabeth Garcia,Clothing,Jeans,19.15,3.0,57.449999999999996,Debit Card,Phoenix,2023-07-06
5839,CUST-8323,Thomas Rodriguez,Beauty,Shampoo,608.26,6.0,3649.56,Credit Card,Chicago,2024-07-29
920,CUST-1364,Elizabeth Hernandez,Sports,Yoga Mat,148.71,1.0,148.71,PayPal,San Jose,2023-07-26
11875,CUST-2462,Robert Thomas,Beauty,Lipstick,827.35,7.0,57914.5,PayPal,Philadelphia,2024-05-08
12389,CUST-1977,Elizabeth Gonzalez,Sports,Tennis Racket,958.93,7.0,6712.509999999999,Cash,San Antonio,2023-09-27
10456,CUST-7600,Robert Martin,Beauty,Shampoo,,2.0,929.14,Credit Card,Los Angeles,2023-07-07
8800,CUST-6677,Susan Garcia,Home,Table,481.85,7.0,3372.9500000000003,Credit Card,San Jose,2024-10-13
9296,CUST-6189,Michael Brown,Home,Lamp,903.22,4.0,3612.88,Credit Card,New York,2024-07-28
12191,CUST-5362,Michael Jones,Clothing,Sneakers,597.34,3.0,1792.02,PayPal,Phoenix,2024-08-11
2509,CUST-2480,Sarah Thomas,Clothing,Jeans,848.5,1.0,848.5,Cash,San Diego,2024-12-26
13548,CUST-9607,John Gonzalez,Home,Lamp,557.41,5.0,2787.0499999999997,Debit Card,San Jose,2023-01-27
7871,CUST-3909,Jennifer Lopez,Sports,Bike,840.82,9.0,7567.38,PayPal,Houston,2023-08-13
2932,CUST-4808,Karen Jones,Sports,Bike,664.4,2.0,1328.8,Credit Card,San Antonio,2024-09-22
5464,CUST-1085,Jennifer Martinez,Clothing,Dress,323.74,1.0,,Cash,Philadelphia,2024-12-05
5368,CUST-6260,Patricia Jones,Sports,,377.26,9.0,3395.34,Debit Card,Dallas,2024-12-01
8067,CUST-4085,Jennifer Hernandez,Beauty,Cream,486.31,4.0,1945.24,Cash,Chicago,2023-04-15
9150,CUST-9988,Elizabeth Garcia,Home,Chair,548.74,9.0,4938.66,,New York,2023-10-03
11589,CUST-1702,Barbara Smith,Clothing,T-Shirt,,8.0,6292.8,Cash,New York,2023-08-21
10598,CUST-5769,Karen Hernandez,Beauty,Perfume,,4.0,2453.88,Cash,Los Angeles,2024-02-26
5773,CUST-2338,Charles Gonzalez,Home,Chair,264.58,8.0,2116.64,Cash,Houston,2023-10-19
633,CUST-9452,Jennifer Brown,Electronics,Monitor,516.56,7.0,36159.2,Cash,Houston,2024-10-19
1274,CUST-9266,Michael Thomas,Clothing,T-Shirt,49.22,5.0,246.1,Credit Card,San Jose,2024-01-01
14878,CUST-2274,Richard Garcia,Beauty,Perfume,931.71,2.0,1863.42,Debit Card,Dallas,2024-04-15
485,CUST-7348,James Moore,Clothing,T-Shirt,588.47,4.0,2353.88,Debit Card,San Diego,2024-02-04
6745,CUST-7499,Michael Martin,Sports,Yoga Mat,482.34,2.0,964.68,PayPal,San Jose,2024-09-08
7393,CUST-4275,Thomas Rodriguez,Beauty,Perfume,812.16,,812.16,Cash,New York,2023-01-23
12111,CUST-6245,Karen Johnson,Home,Chair,119.94,9.0,1079.46,Cash,New York,2023-02-18
8570,CUST-7423,Robert Martinez,Sports,Yoga Mat,281.67,-3.0,2253.36,Credit Card,Los Angeles,2023-08-04
6033,CUST-8128,Charles Lopez,Electronics,Monitor,791.02,2.0,1582.04,Credit Card,New York,2024-07-27
2308,CUST-8900,Jessica Johnson,Home,Lamp,,8.0,,Debit Card,Philadelphia,2024-03-01
14637,CUST-6678,Jessica Martinez,Sports,Dumbbells,280.47,,1121.88,,Chicago,2023-11-22
13443,CUST-7914,Jennifer Wilson,Beauty,Lipstick,,8.0,7310.16,Credit Card,San Diego,2023-11-03
12559,CUST-9185,Richard Davis,Sports,Bike,,2.0,1765.02,Credit Card,Houston,2024-03-28
12747,CUST-8698,Michael Moore,Beauty,Mascara,100.4,1.0,100.4,Credit Card,Philadelphia,2024-04-23
12735,CUST-8227,Richard Smith,Clothing,Dress,266.05,4.0,1064.2,PayPal,New York,2023-11-22
13482,CUST-9069,Charles Miller,Electronics,Tablet,18.02,2.0,36.04,Cash,Philadelphia,2023-07-24
1708,CUST-9590,Barbara Jackson,Electronics,Laptop,223.88,3.0,671.64,Credit Card,Phoenix,2023-09-14
5572,CUST-6453,Michael Rodriguez,Home,Sofa,74.62,6.0,447.72,Credit Card,Chicago,2023-03-09
9244,CUST-4366,David Wilson,Sports,Dumbbells,706.9,,,Debit Card,Phoenix,2023-10-06
8275,CUST-1735,Thomas Anderson,Home,,525.45,1.0,525.45,Debit Card,Los Angeles,2024-08-27
5658,CUST-6494,David Hernandez,Home,Sofa,860.01,0.0,6020.07,PayPal,San Antonio,2023-10-31
3818,CUST-1854,Thomas Jones,Home,,825.32,8.0,6602.56,Credit Card,San Diego,2023-12-15
10801,CUST-3253,Charles Taylor,Home,Chair,357.7,5.0,1788.5,Cash,San Antonio,2023-07-27
5197,CUST-2359,Richard Smith,Sports,Football,741.16,6.0,44469.6,Credit Card,Chicago,2023-07-30
4995,CUST-4407,Karen Brown,Electronics,Smartphone,77.76,9.0,699.84,Debit Card,Philadelphia,2024-01-28
4700,CUST-7479,David Rodriguez,Clothing,Jeans,982.91,0.0,1965.82,Cash,Dallas,2023-04-29
4591,CUST-6914,Karen Williams,Beauty,Perfume,579.31,5.0,,Debit Card,Chicago,2023-03-27
8573,CUST-3301,Linda Anderson,Sports,Dumbbells,294.0,8.0,2352.0,,Los Angeles,2024-09-21
4566,CUST-9453,Joseph Brown,Beauty,Mascara,,4.0,,Cash,San Antonio,2023-06-17
160,CUST-4527,David Williams,Home,Lamp,730.93,7.0,5116.509999999999,Debit Card,San Diego,2023-07-08
12338,CUST-6710,Susan Moore,Clothing,Jeans,505.49,9.0,4549.41,Debit Card,Philadelphia,2023-09-01
11578,CUST-1456,Charles Moore,Home,Rug,918.25,8.0,7346.0,Credit Card,New York,2024-11-07
8774,CUST-9537,Charles Rodriguez,Electronics,Tablet,417.3,,,Cash,Phoenix,2024-02-18
9496,CUST-3780,Sarah Wilson,Beauty,Lipstick,469.63,7.0,,PayPal,San Diego,2024-07-10
13966,CUST-4387,Michael Smith,Electronics,Laptop,725.5,9.0,6529.5,Cash,Houston,2024-11-05
10090,CUST-3148,Patricia Gonzalez,Sports,Yoga Mat,234.73,8.0,,Credit Card,Houston,2023-11-08
260,CUST-5784,Joseph Wilson,Home,Lamp,106.2,7.0,743.4,Cash,New York,2023-12-18
3754,CUST-7780,Patricia Moore,Electronics,Laptop,,7.0,4859.05,PayPal,Chicago,2024-04-17
7111,CUST-1572,Richard Brown,Sports,Football,723.13,5.0,3615.65,Cash,Chicago,2023-04-25
11725,CUST-7882,John Thomas,Home,Sofa,573.74,,573.74,PayPal,Philadelphia,2023-11-12
9886,CUST-3009,Karen Johnson,Electronics,Tablet,,3.0,2029.98,Credit Card,San Jose,2024-11-07
8203,CUST-3623,Karen Rodriguez,Sports,Dumbbells,937.58,4.0,3750.32,Cash,Phoenix,2024-02-14
12472,CUST-6427,William Smith,Beauty,Perfume,683.41,9.0,6150.69,,San Antonio,2023-11-10
11853,CUST-5653,Linda Thomas,Electronics,Headphones,881.94,8.0,7055.52,PayPal,San Diego,2024-07-05
9643,CUST-9867,Patricia Jackson,Clothing,Sneakers,328.45,9.0,2956.0499999999997,,Houston,2024-07-01
7208,CUST-1021,Linda Rodriguez,Sports,Dumbbells,412.57,8.0,3300.56,PayPal,Philadelphia,2024-01-05
2364,CUST-4699,Patricia Miller,Home,Rug,491.14,1.0,4911.4,Cash,Chicago,2024-04-25
5387,CUST-6651,Karen Rodriguez,Home,,451.06,3.0,13531.800000000001,,Phoenix,2024-10-25
6076,CUST-9585,Thomas Anderson,Home,Rug,44.81,-1.0,,PayPal,Dallas,2023-05-26
8098,CUST-4118,Richard Smith,Sports,Bike,199.14,1.0,199.14,PayPal,Philadelphia,2024-04-29
9724,CUST-4485,William Lopez,Clothing,T-Shirt,738.58,5.0,3692.9,,Houston,2024-11-03
12980,CUST-6737,James Anderson,Electronics,Monitor,730.58,8.0,5844.64,Cash,San Antonio,2024-05-09
2410,CUST-6752,Charles Jones,Clothing,Sneakers,459.46,4.0,1837.84,Cash,San Diego,2024-03-12
12036,CUST-6168,Robert Rodriguez,Home,Sofa,548.11,,2740.55,Cash,San Antonio,2023-10-05
4519,CUST-4563,Mary Rodriguez,Sports,Football,204.33,8.0,1634.64,Cash,Phoenix,2023-06-15
1600,CUST-7225,James Hernandez,Sports,Yoga Mat,895.25,9.0,8057.25,Cash,Houston,2024-05-21
14238,CUST-6081,Joseph Williams,Electronics,Tablet,279.17,5.0,1395.8500000000001,PayPal,San Diego,2024-07-13
4547,CUST-3540,Joseph Hernandez,Beauty,Mascara,23.72,2.0,47.44,Debit Card,Phoenix,2023-04-13
4611,CUST-2683,Linda Taylor,Beauty,Shampoo,345.85,4.0,1383.4,,Chicago,2024-01-17
12967,CUST-2972,Elizabeth Johnson,Beauty,Lipstick,431.84,,1727.36,,Philadelphia,2024-02-06
5259,CUST-5744,Barbara Jones,Beauty,Cream,,2.0,845.98,,Houston,2023-06-21
2012,CUST-9637,Elizabeth Brown,Sports,Bike,,3.0,216.09,Cash,San Antonio,2024-12-18
1474,CUST-3110,Thomas Garcia,Home,Rug,,6.0,2460.6000000000004,PayPal,San Diego,2023-10-31
3986,CUST-1493,Richard Davis,Electronics,Tablet,,4.0,3724.36,Credit Card,Chicago,2024-08-11
12694,CUST-7199,David Anderson,Sports,Dumbbells,815.84,,4895.04,Debit Card,San Antonio,2023-09-30
4680,CUST-3715,Charles Gonzalez,Sports,Dumbbells,635.06,5.0,3175.2999999999997,Cash,Chicago,2023-05-14
4316,CUST-5388,Susan Gonzalez,Home,Table,185.38,2.0,370.76,Debit Card,Phoenix,2024-01-21
904,CUST-4477,Thomas Gonzalez,Beauty,Cream,,9.0,,Credit Card,Chicago,2023-10-10
2302,CUST-5006,Richard Brown,Beauty,Mascara,576.33,8.0,4610.64,Debit Card,Houston,2023-05-12
5717,CUST-4922,David Brown,Clothing,Dress,196.42,2.0,392.84,PayPal,Los Angeles,2024-05-06
8035,CUST-7983,David Martin,Home,Rug,,8.0,6371.52,Cash,San Diego,2023-10-28
5727,CUST-6744,John Smith,Clothing,Jeans,205.21,,,Cash,New York,2024-11-17
13827,CUST-2054,Charles Lopez,Electronics,Laptop,495.55,3.0,1486.65,Cash,Philadelphia,2023-09-10
470,CUST-4715,David Brown,Home,Sofa,,7.0,6745.13,PayPal,Chicago,2024-10-23
3593,CUST-4546,Michael Williams,Electronics,Laptop,572.05,6.0,3432.2999999999997,PayPal,Philadelphia,2024-10-24
13962,CUST-3970,Susan Jackson,Beauty,Mascara,581.63,,1163.26,Credit Card,Dallas,2024-06-08
8256,CUST-4314,Sarah Brown,Clothing,Dress,861.26,8.0,6890.08,,San Jose,2024-09-10
1779,CUST-6258,Joseph Jones,Home,Sofa,262.12,9.0,2359.08,Cash,San Diego,2023-05-01
5218,CUST-7461,Jennifer Hernandez,Sports,Dumbbells,744.95,9.0,6704.55,PayPal,Philadelphia,2023-05-18
12360,CUST-6687,Patricia Davis,Home,Sofa,469.19,1.0,469.19,PayPal,Philadelphia,2023-11-03
4674,CUST-5168,Barbara Thomas,Electronics,Tablet,121.46,7.0,850.2199999999999,PayPal,Phoenix,2023-10-16
5968,CUST-4051,Mary Jackson,Beauty,Lipstick,96.54,1.0,96.54,Debit Card,San Antonio,2023-02-27
6620,CUST-2024,David Jones,Electronics,Headphones,728.21,8.0,,Cash,Los Angeles,2024-05-13
10668,CUST-4311,Mary Jackson,Beauty,Lipstick,,7.0,1769.88,PayPal,Phoenix,2024-08-14
11354,CUST-1356,David Wilson,Sports,Yoga Mat,601.65,7.0,4211.55,Cash,San Antonio,2023-11-29
8060,CUST-2341,Patricia Johnson,Beauty,Lipstick,556.31,4.0,2225.24,Debit Card,Philadelphia,2024-03-22
13417,CUST-6945,Charles Brown,Beauty,Mascara,86.89,4.0,347.56,PayPal,Chicago,2023-07-20
13672,CUST-8169,Robert Gonzalez,Clothing,Jeans,35.7,8.0,285.6,Credit Card,San Antonio,2024-07-11
1542,CUST-7827,Joseph Brown,Electronics,Monitor,115.81,2.0,231.62,Cash,Los Angeles,2024-12-22
14217,CUST-3976,Elizabeth Williams,Home,Lamp,89.64,9.0,806.76,Cash,Phoenix,2023-06-26
12190,CUST-3781,John Garcia,Beauty,,439.45,6.0,26367.0,Debit Card,Dallas,2024-01-15
6317,CUST-1694,Elizabeth Moore,Sports,Bike,726.3,5.0,3631.5,Debit Card,San Jose,2023-04-02
6599,CUST-9146,Richard Smith,Electronics,Tablet,921.55,7.0,6450.849999999999,PayPal,Houston,2023-03-19
14315,CUST-3505,Barbara Thomas,Clothing,Jeans,778.21,8.0,62256.8,Credit Card,Houston,2024-04-14
9017,CUST-9733,Charles Wilson,Electronics,Laptop,112.74,-3.0,112.74,Credit Card,Phoenix,2024-05-14
571,CUST-6134,Patricia Johnson,Electronics,,518.85,8.0,4150.8,,Los Angeles,2024-10-24
7175,CUST-6724,Michael Gonzalez,Sports,Tennis Racket,105.85,3.0,317.54999999999995,Debit Card,San Antonio,2024-05-04
4811,CUST-8465,John Anderson,Clothing,T-Shirt,177.12,,708.48,PayPal,Houston,2023-10-13
6646,CUST-3448,David Martin,Sports,Dumbbells,416.49,7.0,2915.4300000000003,,San Jose,2023-09-22
3757,CUST-5487,Robert Taylor,Home,Lamp,192.79,8.0,15423.199999999999,Credit Card,Houston,2023-02-07
6237,CUST-5325,Sarah Thomas,Clothing,T-Shirt,647.77,2.0,1295.54,Credit Card,Houston,2023-07-03
2222,CUST-5098,Karen Hernandez,Electronics,Headphones,545.29,2.0,,Cash,Phoenix,2024-07-17
9522,CUST-1672,Sarah Rodriguez,Electronics,Tablet,614.29,9.0,5528.61,Credit Card,Dallas,2024-11-22
10085,CUST-8112,Joseph Taylor,Sports,Dumbbells,41.74,9.0,375.66,Credit Card,Philadelphia,2023-08-13
10826,CUST-1482,Thomas Johnson,Sports,Yoga Mat,511.17,7.0,35781.9,Debit Card,Dallas,2024-09-07
6013,CUST-2862,Thomas Smith,Electronics,Tablet,979.16,-1.0,979.16,PayPal,Dallas,2023-01-18
1958,CUST-6722,Elizabeth Martinez,Beauty,,427.04,1.0,427.04,Cash,Houston,2023-05-02
3988,CUST-7808,Robert Brown,Home,Sofa,455.56,7.0,3188.92,,San Diego,2024-05-17
7010,CUST-4284,James Moore,Clothing,Dress,216.15,4.0,864.6,Debit Card,Los Angeles,2024-04-30
3723,CUST-3071,James Smith,Electronics,Tablet,936.13,6.0,5616.78,Debit Card,Philadelphia,2024-02-25
4461,CUST-3839,Susan Davis,Clothing,Dress,408.71,7.0,2860.97,,Chicago,2024-02-16
8462,CUST-9594,Linda Brown,Sports,Tennis Racket,902.47,8.0,,PayPal,New York,2023-12-26
14278,CUST-4989,William Williams,Clothing,T-Shirt,494.13,6.0,2964.7799999999997,Cash,San Jose,2023-05-21
6767,CUST-4524,John Garcia,Clothing,Dress,975.34,5.0,4876.7,Debit Card,Phoenix,2023-06-14
1452,CUST-9135,Thomas Taylor,Beauty,Shampoo,621.67,5.0,31083.5,Cash,Philadelphia,2024-02-28
6339,CUST-6549,Barbara Thomas,Clothing,Sneakers,466.11,9.0,41949.899999999994,Debit Card,Phoenix,2024-04-05
2739,CUST-7750,Jessica Miller,Home,Chair,963.14,6.0,5778.84,,Chicago,2023-10-27
14295,CUST-9980,Thomas Davis,Electronics,Smartphone,782.42,1.0,782.42,Cash,Chicago,2024-07-18
6424,CUST-7791,Jessica Brown,Electronics,Smartphone,269.65,6.0,1617.8999999999999,Debit Card,Phoenix,2024-04-11
87,CUST-4803,Jessica Moore,Beauty,Cream,732.31,5.0,3661.5499999999997,Credit Card,San Jose,2024-06-23
13224,CUST-1135,Joseph Martinez,Sports,Bike,898.23,2.0,1796.46,,Houston,2023-10-05
8924,CUST-2109,Jennifer Jackson,Home,Chair,829.76,4.0,3319.04,PayPal,Chicago,2024-02-10
14090,CUST-2689,Karen Wilson,Electronics,Headphones,545.81,9.0,4912.289999999999,Debit Card,Houston,2024-12-23
12571,CUST-3565,Karen Jackson,Sports,,967.65,2.0,,Credit Card,New York,2024-08-15
8155,CUST-4915,Susan Lopez,Electronics,Tablet,797.12,9.0,7174.08,PayPal,Los Angeles,2023-03-10
3982,CUST-4353,Jessica Williams,Sports,Yoga Mat,807.59,,5653.13,Debit Card,Chicago,2023-07-08
13588,CUST-3214,Michael Johnson,Sports,Tennis Racket,178.02,,1602.18,,Chicago,2024-04-28
9267,CUST-2235,Robert Wilson,Beauty,,303.48,5.0,1517.4,Cash,Chicago,2024-11-04
6499,CUST-1624,Sarah Johnson,Clothing,Jeans,,,1606.92,Cash,Phoenix,2024-03-17
11654,CUST-6475,John Thomas,Clothing,Jeans,,8.0,1466.0,,Phoenix,2024-03-07
9764,CUST-8926,James Jackson,Beauty,Mascara,948.0,8.0,7584.0,Debit Card,Houston,2024-08-20
3156,CUST-7846,Charles Martin,Clothing,T-Shirt,652.83,1.0,6528.3,,Philadelphia,2023-09-24
8123,CUST-8355,Karen Taylor,Clothing,Sneakers,126.76,4.0,507.04,Credit Card,San Diego,2023-11-17
4314,CUST-3096,Charles Johnson,Clothing,T-Shirt,876.38,2.0,1752.76,Debit Card,Chicago,2024-06-22
10285,CUST-7855,Jessica Lopez,Sports,Bike,117.91,3.0,353.73,Credit Card,New York,2024-03-23
7646,CUST-8924,Karen Hernandez,Clothing,T-Shirt,692.25,6.0,4153.5,Credit Card,Houston,2023-07-03
14708,CUST-6202,Sarah Anderson,Sports,Dumbbells,476.94,5.0,2384.7,Credit Card,New York,2024-01-28
1514,CUST-9274,Jennifer Hernandez,Home,Lamp,,7.0,196.35,Debit Card,Dallas,2023-09-16
11133,CUST-7804,Elizabeth Wilson,Home,Chair,330.74,7.0,2315.1800000000003,Debit Card,New York,2024-08-13
9599,CUST-1619,Thomas Martin,Beauty,Perfume,249.49,9.0,2245.41,Cash,Los Angeles,2023-05-10
5025,CUST-8170,Joseph Martin,Home,Chair,930.86,3.0,2792.58,Debit Card,Phoenix,2024-03-24
